C0000886	['棘细胞', '棘红细胞', '刺激细胞']
C1521489	[]
C1521490	['5q32']
C1521491	[]
C1521492	[]
C1521493	[]
C1521494	[]
C1521495	[]
C1521496	[]
C1521497	[]
C1521498	[]
C1521499	['5q35']
C1521500	[]
C1521501	[]
C1521502	['5q35。2.']
C1521503	[]
C1521529	[]
C1521530	['6p11。2.']
C1521531	['6p12']
C1521532	[]
C1521533	['6p21']
C1521534	[]
C1521535	['6p21。1.']
C1521536	[]
C1521537	[]
C1521538	[]
C1521539	['6p21。3.']
C1521540	[]
C1521541	[]
C1521542	['6p22']
C1521543	[]
C1521544	[]
C1521545	['6p22。3.']
C1521546	[]
C1521547	[]
C1521548	[]
C1521549	[]
C1521550	[]
C1521551	['6p25']
C1521552	[]
C1521553	['6p25。3.']
C1521555	['6q12']
C1521556	[]
C1521557	[]
C1521558	[]
C1521559	[]
C1521560	[]
C1521561	['6q21']
C1521562	[]
C1521563	[]
C1521564	[]
C1521565	[]
C1521566	['6q22']
C1521567	[]
C1521568	[]
C1521569	[]
C1521570	[]
C1521571	[]
C1521572	['6q24']
C1521573	[]
C1521574	[]
C1521575	[]
C1521576	['6q25。1.']
C1521577	[]
C1521578	[]
C1521579	[]
C1521580	[]
C1521611	['7p11']
C1521612	['7p12']
C1521613	[]
C1521614	['7p12。1.']
C1521615	[]
C1521616	['7p13']
C1521617	[]
C1521618	[]
C1521619	[]
C1521620	[]
C1521621	[]
C1521622	[]
C1521623	[]
C1521624	[]
C1521625	[]
C1521626	['7p21']
C1521627	[]
C1521628	[]
C1521629	[]
C1521630	['7p22']
C1521631	[]
C1521632	[]
C1521633	[]
C1521634	[]
C1521635	[]
C1521636	[]
C1521637	['7q11。2.']
C1521638	['7q11。23']
C1521639	['7q21']
C1521640	[]
C1521641	['7q21。1.']
C1521642	[]
C1521643	[]
C1521644	['7q21。3.']
C1521645	[]
C1521646	[]
C1521647	['7q22']
C1521648	[]
C1521649	[]
C1521650	[]
C1521651	[]
C1521652	[]
C1521653	['7q31。3.']
C1521654	[]
C1521655	[]
C1521656	[]
C1521657	[]
C1521658	[]
C1521659	['7q34']
C1521660	[]
C1521661	['7q35']
C1521662	[]
C1521663	['7q36']
C1521664	[]
C1521692	['8p11']
C1521693	['8p11。2.']
C1521694	[]
C1521695	[]
C1521696	['8p11。23']
C1521697	['8p12']
C1521698	[]
C1521699	['8p21']
C1521700	[]
C1521701	[]
C1521702	[]
C1521703	[]
C1521704	[]
C1521705	[]
C1521706	[]
C1521707	[]
C1521708	[]
C1521709	['8p23。1.']
C1521759	['无名指']
C1521882	[]
C1521913	['乐队']
C1522040	[]
C1522050	[]
C1522059	[]
C1522060	[]
C1522066	[]
C1522072	[]
C1522074	[]
C1522076	[]
C1522078	[]
C1522099	[]
C1522104	[]
C1522105	[]
C1522109	[]
C1522117	[]
C1522131	[]
C1522151	[]
C1522153	[]
C1522157	[]
C1522158	[]
C1522160	[]
C1522165	[]
C1522171	[]
C1522173	[]
C1522193	[]
C1522212	[]
C1522214	[]
C1522235	[]
C1522237	[]
C1522238	[]
C1522252	[]
C1522253	[]
C1522254	[]
C1522257	[]
C1522260	['小鼠成纤维细胞']
C1522374	[]
C1522406	['间质细胞', '间质细胞', '间质细胞']
C1522445	['交指树突状细胞']
C1522529	['胰岛细胞', '胰岛细胞', '胰岛细胞']
C1522608	['板层体']
C1522639	[]
C1522667	[]
C1522703	[]
C1522735	[]
C1522736	[]
C1522737	[]
C1522738	[]
C1522740	[]
C1522741	[]
C1522751	['菌丝顶端']
C1522782	[]
C1522810	[]
C1522897	[]
C1522987	['覆膜']
C1522988	[]
C1523001	[]
C1523002	[]
C1523008	[]
C1523101	[]
C1523248	['中央主轴', '纺锤赤道', '纺锤中间区']
C1523292	[]
C1523348	['吞噬杯']
C1523372	['光感受器内段']
C1523385	['线粒体丙酮酸脱氢酶复合物']
C1523389	[]
C1523398	[]
C1523399	[]
C1523412	[]
C1523413	[]
C1523414	[]
C1523415	[]
C1523416	[]
C1523417	['连接胶原蛋白']
C1523418	[]
C1523419	[]
C1523437	['AdT', '盖特卡布']
C1523439	[]
C1523461	[]
C1523468	[]
C1523470	[]
C1523471	[]
C1523472	[]
C1523473	[]
C1523478	['线性元素']
C1523482	['肌动蛋白棒']
C1523483	[]
C1523484	[]
C1523489	[]
C1523491	['INO80染色质重塑复合物']
C1523498	[]
C1523499	[]
C1523500	[]
C1523505	[]
C1523506	[]
C1523548	[]
C1523554	[]
C1523556	[]
C1523557	[]
C1523558	[]
C1523559	[]
C1523638	[]
C1523679	['细胞丝', '膜纳米管']
C1523715	[]
C1523748	['HSC']
C1523805	[]
C1523806	[]
C1523832	['细微差别', 'P颗粒', '极性颗粒']
C1523834	[]
C1523835	[]
C1523836	[]
C1523842	['树枝状轴', '大旅行箱']
C1523846	['溶酶体腔']
C1523858	['致密髓鞘']
C1523859	['侧环']
C1523862	[]
C1523863	[]
C1523865	['膜结合细胞器']
C1523866	[]
C1523867	['细胞内细胞器']
C1523868	['细胞外细胞器']
C1523869	[]
C1523870	[]
C1523871	[]
C1523872	['蛋白质复合物']
C1523873	['受体复合体']
C1523878	['FA复合体', 'FA核心复合体']
C1523883	[]
C1523884	[]
C1523891	['叶绿体核糖体']
C1523894	[]
C1523898	[]
C1523922	[]
C1523992	[]
C1523993	['小鼠巨噬细胞']
C1524008	[]
C1524046	[]
C1524102	[]
C1524103	[]
C1524111	[]
C1525451	[]
C1525452	[]
C1525453	[]
C1525454	[]
C1525455	[]
C1526895	[]
C1526985	['EJC', '外显子连接复合体']
C1527009	['静脉曲张']
C1527252	[]
C1527253	[]
C1527268	['信号识别粒子']
C1527269	[]
C1527274	[]
C1527278	[]
C1527294	['H7']
C1541584	[]
C1545227	[]
C1545228	[]
C1545461	[]
C1545462	[]
C1545463	[]
C1545464	[]
C1545484	['非鳞状细胞癌']
C1545485	[]
C1545526	[]
C1545529	[]
C1545578	[]
C1563925	[]
C1563926	[]
C1564017	[]
C1564995	[]
C1565000	[]
C1621278	[]
C1621292	[]
C1621314	[]
C1621367	[]
C1621397	[]
C1621412	[]
C1621418	[]
C1621421	[]
C1621427	[]
C1621428	[]
C1621432	['后缘']
C1621433	['单元前沿', '电池前沿']
C1621434	[]
C1621437	['Ndc80复合体']
C1621443	['死亡诱导信号复合物', '圆盘']
C1621450	[]
C1621451	[]
C1621452	[]
C1621453	[]
C1621454	[]
C1621455	[]
C1621457	[]
C1621461	[]
C1621467	[]
C1621468	[]
C1621476	[]
C1621489	[]
C1621492	[]
C1621493	['BAC', '细菌小室']
C1621497	[]
C1621499	[]
C1621500	[]
C1621501	[]
C1621520	[]
C1621521	[]
C1621522	[]
C1621525	[]
C1621527	[]
C1621530	[]
C1621536	[]
C1621540	[]
C1621552	[]
C1621592	[]
C1621613	['结合珠蛋白血红蛋白复合物']
C1621620	[]
C1621637	[]
C1621638	[]
C1621644	[]
C1621655	[]
C1621823	['SMC复合体']
C1621833	[]
C1621882	[]
C1621883	[]
C1621884	[]
C1621911	['50S核糖体亚单位']
C1621948	[]
C1621975	['细胞器膜']
C1621976	[]
C1621977	[]
C1621995	['孢子衣', '孢子壁']
C1622007	[]
C1622009	[]
C1622010	[]
C1622011	[]
C1622013	[]
C1622017	[]
C1622022	['DDK']
C1622028	[]
C1622033	[]
C1622034	[]
C1622036	[]
C1622038	[]
C1622045	[]
C1622046	[]
C1622048	[]
C1622054	[]
C1622057	[]
C1622058	[]
C1622064	[]
C1622067	['气囊']
C1622069	[]
C1622070	[]
C1622071	[]
C1622074	[]
C1622078	[]
C1622079	[]
C1622081	[]
C1622086	[]
C1622099	[]
C1622100	[]
C1622101	[]
C1622103	[]
C1622108	[]
C1622111	[]
C1622113	[]
C1622121	[]
C1622123	[]
C1622173	[]
C1622174	[]
C1622182	[]
C1622186	['肌动蛋白', '丝状肌动蛋白']
C1622191	[]
C1622194	[]
C1622200	['细胞口']
C1622204	['信封']
C1622256	[]
C1622263	[]
C1622320	[]
C1622326	[]
C1622331	['顶端连接']
C1622352	[]
C1622353	[]
C1622370	[]
C1622372	['膜皱褶']
C1622418	['囊泡', '囊泡']
C1622421	['60S核糖体亚单位']
C1622512	[]
C1622513	[]
C1622519	['塞普丁复合体']
C1622525	['近膜区']
C1622537	['圈套情结']
C1622539	['波浪复合体', '波浪调节复合体', 'WRC']
C1622545	[]
C1622546	[]
C1622550	[]
C1622551	[]
C1622552	[]
C1622553	[]
C1622554	[]
C1622555	[]
C1622556	[]
C1622559	[]
C1622560	[]
C1622561	[]
C1622564	[]
C1622568	[]
C1622579	[]
C1622582	[]
C1622583	[]
C1622586	[]
C1622587	['E2复合体']
C1622592	[]
C1622596	[]
C1622597	[]
C1622598	[]
C1622599	[]
C1622600	[]
C1622602	[]
C1622605	[]
C1622606	[]
C1622607	[]
C1622610	['BRCA1-BARD1复合体']
C1622611	[]
C1622612	[]
C1622615	['卡林环连接酶']
C1622619	[]
C1622620	[]
C1622624	[]
C1622625	[]
C1622630	[]
C1622638	[]
C1622646	[]
C1622648	[]
C1622650	[]
C1622651	[]
C1622653	[]
C1622655	[]
C1622657	['美国汽车工程师协会']
C1622729	['类囊体腔']
C1622732	[]
C1622743	['膜结合囊泡', '膜囊']
C1622746	[]
C1622918	[]
C1622924	[]
C1622926	['雄性原核']
C1622954	['核糖体RNA']
C1622966	[]
C1622967	['细胞外周']
C1623019	['常规肌球蛋白']
C1623039	[]
C1623043	[]
C1623053	[]
C1623055	[]
C1623072	[]
C1623087	[]
C1623088	[]
C1623089	[]
C1623090	[]
C1623100	['前IC']
C1623109	[]
C1623115	[]
C1623118	[]
C1623119	[]
C1623121	[]
C1623122	[]
C1623128	[]
C1623132	[]
C1623134	[]
C1623136	[]
C1623140	[]
C1623142	[]
C1623153	[]
C1623156	[]
C1623160	[]
C1623166	[]
C1623168	[]
C1623183	[]
C1623186	[]
C1623193	[]
C1623194	[]
C1623198	[]
C1623199	['黄色恐惧症']
C1623212	[]
C1623241	[]
C1623277	[]
C1623281	[]
C1623291	['叶绿体膜']
C1623294	[]
C1623295	[]
C1623307	[]
C1623308	[]
C1623311	['口腔器械']
C1623312	[]
C1623315	[]
C1623433	[]
C1623460	[]
C1623466	[]
C1623473	[]
C1623474	['外孢子层', '外孢子菌']
C1623500	[]
C1624015	[]
C1624049	[]
C1624050	['变得复杂']
C1624053	[]
C1624054	[]
C1624566	[]
C1624567	[]
C1624569	[]
C1624577	['细菌类核']
C1624579	[]
C1624585	[]
C1624593	['着丝粒核小体']
C1624605	[]
C1624614	[]
C1624741	[]
C1625124	[]
C1625133	[]
C1625145	[]
C1628974	[]
C1631611	[]
C1631818	[]
C1636199	[]
C1636284	[]
C1637798	[]
C1640380	['骨髓基质细胞', '骨髓基质细胞']
C1648295	[]
C1648296	[]
C1648297	[]
C1648298	[]
C1651663	[]
C1654772	[]
C1654773	[]
C1654774	[]
C1654942	[]
C1655239	[]
C1655806	[]
C1655953	[]
C1656399	[]
C1656735	[]
C1656977	[]
C1656978	['细胞端', '细胞尖端']
C1657248	['凋亡体']
C1657451	[]
C1657453	[]
C1657590	[]
C1657736	[]
C1657751	[]
C1658118	[]
C1659114	[]
C1659174	[]
C1659198	[]
C1659559	[]
C1659610	['囊腔']
C1659757	[]
C1659767	[]
C1660005	[]
C1660150	[]
C1660210	[]
C1660263	[]
C1660265	[]
C1660268	[]
C1660776	[]
C1660778	[]
C1660780	['中线']
C1660840	[]
C1661194	[]
C1661199	[]
C1661200	['羧基体']
C1662129	[]
C1662585	[]
C1662966	[]
C1664966	[]
C1664969	[]
C1664970	[]
C1689938	[]
C1699193	[]
C1704336	['肌管', '肌管', '骨骼肌细胞', '骨骼肌细胞', '骨骼肌细胞', '骨骼肌纤维', '骨骼肌纤维', '骨骼肌纤维']
C1704617	['血管周围上皮样细胞']
C1706683	[]
C1706715	[]
C1706725	[]
C1706828	['顶浆']
C1706981	[]
C1706982	['GMP']
C1706983	[]
C1706984	[]
C1706985	[]
C1707339	[]
C1707524	['促肾上腺皮质激素', '促肾上腺皮质激素']
C1707673	[]
C1707838	[]
C1707879	[]
C1707913	[]
C1707937	['上皮干细胞']
C1707939	[]
C1708112	[]
C1708248	['性腺索', '促性腺激素']
C1708270	[]
C1708370	[]
C1708645	[]
C1708646	[]
C1708692	[]
C1708709	[]
C1708859	[]
C1708860	[]
C1708861	[]
C1708862	[]
C1708863	[]
C1708865	[]
C1708866	[]
C1708867	[]
C1708868	[]
C1708869	[]
C1708870	[]
C1708871	[]
C1708872	[]
C1708873	[]
C1708874	[]
C1708875	[]
C1708876	[]
C1708877	[]
C1708878	['恶性生殖细胞']
C1708880	[]
C1708882	[]
C1708883	[]
C1708884	[]
C1708885	[]
C1708886	[]
C1708887	[]
C1708888	[]
C1708890	[]
C1708891	[]
C1708892	[]
C1708893	[]
C1708895	[]
C1708897	[]
C1708898	[]
C1708899	[]
C1708900	[]
C1708902	[]
C1708904	[]
C1708905	[]
C1708906	[]
C1708907	[]
C1708908	[]
C1708909	[]
C1708910	[]
C1708911	[]
C1708912	[]
C1708913	[]
C1708914	[]
C1708915	[]
C1708916	[]
C1708917	[]
C1708918	[]
C1708919	[]
C1708920	[]
C1708921	[]
C1708922	[]
C1708923	[]
C1708924	[]
C1708946	[]
C1708948	[]
C1708978	[]
C1709082	[]
C1709102	[]
C1709161	[]
C1709162	[]
C1709163	[]
C1709164	[]
C1709165	[]
C1709167	[]
C1709168	[]
C1709169	[]
C1709170	[]
C1709171	[]
C1709172	[]
C1709173	[]
C1709174	[]
C1709175	[]
C1709176	[]
C1709177	[]
C1709179	[]
C1709180	[]
C1709181	[]
C1709182	[]
C1709183	[]
C1709184	[]
C1709185	[]
C1709186	[]
C1709187	[]
C1709188	[]
C1709189	[]
C1709190	[]
C1709191	[]
C1709192	[]
C1709193	[]
C1709194	[]
C1709196	[]
C1709197	[]
C1709198	[]
C1709199	[]
C1709200	[]
C1709201	[]
C1709202	[]
C1709203	[]
C1709204	[]
C1709205	[]
C1709206	[]
C1709207	[]
C1709208	[]
C1709209	[]
C1709210	[]
C1709215	[]
C1709223	[]
C1709468	[]
C1709541	[]
C1709585	[]
C1709635	[]
C1709673	[]
C1709674	[]
C1709675	[]
C1709676	[]
C1709677	[]
C1709771	[]
C1709898	[]
C1709903	[]
C1709904	[]
C1710037	['皮脂细胞']
C1710150	[]
C1710151	[]
C1710397	[]
C1710398	[]
C1710399	[]
C1710401	[]
C1710442	[]
C1710528	[]
C1710537	[]
C1710606	[]
C1710678	[]
C1710683	[]
C1710694	[]
C1710695	[]
C1710696	[]
C1710697	[]
C1710698	['Xq27']
C1710716	[]
C1710741	[]
C1710742	[]
C1710766	[]
C1710781	[]
C1710782	[]
C1710783	[]
C1710791	[]
C1710805	['16q24。1.']
C1710833	[]
C1710907	['1q24。2.']
C1710908	[]
C1710960	[]
C1710961	['第二季度31']
C1710962	[]
C1710963	[]
C1710979	[]
C1710980	['3q27。1.']
C1710997	[]
C1711019	[]
C1711020	[]
C1711059	[]
C1711060	[]
C1711084	[]
C1711085	[]
C1711102	[]
C1711172	['艾尔', '自体T细胞']
C1711178	['支气管上皮细胞']
C1711180	[]
C1711193	[]
C1711195	[]
C1711215	[]
C1711264	[]
C1711269	[]
C1711279	[]
C1711280	[]
C1711287	[]
C1711288	[]
C1711298	[]
C1711299	[]
C1711301	[]
C1711302	[]
C1711303	[]
C1711304	[]
C1711306	[]
C1711353	[]
C1711354	[]
C1711355	[]
C1711380	[]
C1711385	[]
C1711387	[]
C1711388	[]
C1711389	[]
C1711394	[]
C1711405	['17q21。31']
C1711413	['6p12。1.']
C1717525	[]
C1717630	[]
C1717663	[]
C1717666	[]
C1717693	[]
C1717809	[]
C1717943	[]
C1718354	[]
C1718355	[]
C1718356	[]
C1718681	[]
C1718682	['炭疽杆菌孢子']
C1718686	[]
C1718725	[]
C1718726	[]
C1719174	[]
C1719198	[]
C1720857	['棕色脂肪细胞', '棕色脂肪细胞', '棕色脂肪细胞']
C1720858	['白色脂肪细胞', '白色脂肪细胞', '白色脂肪细胞']
C1720886	[]
C1721028	[]
C1721044	[]
C1744671	['锶络合物']
C1744672	['齿轮复合体']
C1744673	[]
C1744674	['UAF']
C1744675	[]
C1744676	['采光综合体']
C1744677	[]
C1748451	['细胞骨架']
C1748468	[]
C1748473	[]
C1748484	[]
C1748485	[]
C1748486	[]
C1748487	[]
C1749461	[]
C1749467	['可溶的']
C1749469	['内信封']
C1749471	[]
C1749472	[]
C1749475	[]
C1749476	['Translocon']
C1749477	['高尔基体丝带']
C1749478	[]
C1749482	['80核糖体']
C1749483	[]
C1749486	['细菌内膜']
C1749487	['烟碱型乙酰胆碱受体']
C1749488	['网格蛋白适配器']
C1749490	[]
C1749493	[]
C1749812	['COP9信号体', 'CSN']
C1749814	[]
C1749815	[]
C1749863	[]
C1749876	['30S核糖体亚单位']
C1749877	[]
C1750252	[]
C1750262	[]
C1750269	['核点']
C1750270	['核斑点', '核斑点', '核斑点', '核散斑体']
C1750288	['肽链释放因子']
C1750489	[]
C1751136	[]
C1751154	[]
C1751173	[]
C1752474	[]
C1752485	['活性核糖体']
C1752508	[]
C1752743	[]
C1752744	['收缩纤维']
C1752745	[]
C1752770	[]
C1752771	['外孢子']
C1753060	[]
C1753272	[]
C1753273	['钠泵']
C1753276	[]
C1753314	['存储']
C1753319	['40S核糖体亚单位']
C1753322	[]
C1753341	[]
C1753349	['主要组织相容性复合体', '主要组织相容性复合体', 'MHC']
C1760025	['收缩']
C1760026	[]
C1760034	[]
C1760035	[]
C1761529	[]
C1816382	['染色体支架']
C1817180	[]
C1817207	[]
C1817208	[]
C1817246	[]
C1817247	[]
C1817248	[]
C1817249	[]
C1817250	[]
C1817251	[]
C1817254	[]
C1817255	[]
C1817256	[]
C1817257	[]
C1817347	[]
C1817348	['顶体膜']
C1817349	[]
C1817364	[]
C1817365	[]
C1817483	[]
C1817537	[]
C1817541	[]
C1817546	['PG', '质体小叶']
C1817576	[]
C1817577	[]
C1817578	[]
C1817579	[]
C1817580	[]
C1817581	[]
C1817582	['斯特罗穆尔']
C1817583	[]
C1817598	['纤维素合成酶复合物']
C1817671	['突触后密度', '突触后密度']
C1817825	['肌球蛋白复合体']
C1817826	[]
C1817827	[]
C1818023	[]
C1818657	[]
C1818661	[]
C1818662	[]
C1818663	['内侧皮质']
C1818669	['膜延伸', '膜投影']
C1818827	[]
C1818828	[]
C1818829	[]
C1818830	[]
C1818831	[]
C1818832	[]
C1818833	[]
C1818834	[]
C1818835	[]
C1818836	[]
C1818837	[]
C1818838	[]
C1818839	[]
C1818840	[]
C1818841	[]
C1818842	[]
C1818858	[]
C1818859	[]
C1818860	[]
C1818870	['内尔夫复合体']
C1818888	['积分器复合体']
C1818889	['小亚基突体', 'SSU突起体']
C1818893	[]
C1818894	[]
C1818895	['米帕']
C1818896	['有丝分裂体']
C1818919	[]
C1819005	[]
C1819013	['深纤维']
C1819016	['艾索体']
C1819017	[]
C1819023	['是染色体过客复合体', '染色体乘客复合体']
C1819037	[]
C1819046	[]
C1819047	[]
C1819048	['细胞分裂平面', '细胞分裂位点']
C1819049	['乳沟沟']
C1819051	['septin细胞骨架']
C1819052	['肌动球蛋白环']
C1819053	[]
C1819054	[]
C1819055	[]
C1819056	[]
C1819057	[]
C1819058	[]
C1819059	[]
C1819060	[]
C1819061	[]
C1819062	[]
C1819063	[]
C1819065	[]
C1819066	[]
C1819067	[]
C1819068	[]
C1819069	[]
C1819070	[]
C1819072	[]
C1819073	[]
C1819075	[]
C1819076	[]
C1819077	['芽管']
C1819096	[]
C1819186	[]
C1819187	['AMPA受体']
C1819188	[]
C1819189	[]
C1819190	[]
C1819205	[]
C1819206	['错配修复复合体']
C1819207	[]
C1819208	[]
C1819221	[]
C1819301	[]
C1819302	[]
C1819303	[]
C1819304	[]
C1819305	['光感受器纤毛']
C1819312	[]
C1819333	[]
C1819334	['立纤毛束']
C1819341	[]
C1819347	['肌动蛋白电缆']
C1819348	[]
C1819352	['表皮板']
C1819359	[]
C1819364	['煤层气综合体']
C1819391	[]
C1819392	[]
C1819395	[]
C1819396	[]
C1819397	[]
C1819590	[]
C1819602	[]
C1819608	[]
C1819630	['SMN复合体']
C1819631	[]
C1819632	[]
C1819640	[]
C1819642	[]
C1819673	[]
C1819674	[]
C1819697	[]
C1819717	['线粒体DNA', '线粒体DNA']
C1819923	[]
C1819924	[]
C1819925	[]
C1819926	[]
C1819927	[]
C1819928	[]
C1819950	[]
C1819961	['增殖细胞核抗原复合体']
C1819993	[]
C1819994	['宿主细胞内']
C1819995	['宿主细胞', '宿主细胞']
C1819996	[]
C1819997	['共生体']
C1819998	[]
C1819999	[]
C1820000	[]
C1820001	[]
C1820002	[]
C1820003	[]
C1820005	['花粉壁']
C1820006	['外壁']
C1820007	[]
C1820008	[]
C1820009	[]
C1820010	['耐克森']
C1820011	[]
C1820012	[]
C1820014	['内廷']
C1820015	[]
C1820019	[]
C1820031	[]
C1820032	['病毒粒子成分', '病毒粒子部分']
C1820050	[]
C1820074	[]
C1820076	['微管蛋白复合物']
C1820078	['种质']
C1820105	[]
C1820114	['希拉情结']
C1820115	[]
C1820118	['自噬体膜']
C1820124	[]
C1820125	[]
C1820165	[]
C1820166	[]
C1820200	['色素颗粒']
C1820216	['突触前活动区']
C1820217	[]
C1820369	['顶盖']
C1820372	['小柱']
C1820373	['PAS', '自噬前体结构']
C1820376	['水泡', '质膜泡']
C1827736	[]
C1828470	['哈亚']
C1829707	[]
C1831954	[]
C1831990	[]
C1861193	['泰铢']
C1879336	['类囊体', '基质类囊体']
C1879552	[]
C1879553	[]
C1879555	[]
C1879556	[]
C1879680	['雷梅斯特梅尔', 'remestemcel-L']
C1879716	[]
C1879717	[]
C1879787	[]
C1879789	[]
C1879883	[]
C1880084	[]
C1880478	[]
C1880539	[]
C1880955	[]
C1881029	[]
C1881195	[]
C1881196	[]
C1881225	[]
C1881357	[]
C1881408	[]
C1881535	[]
C1881538	[]
C1881539	[]
C1881542	[]
C1881543	[]
C1881546	[]
C1881549	[]
C1881550	[]
C1881551	[]
C1881552	[]
C1881553	[]
C1881554	[]
C1881559	[]
C1881560	[]
C1881561	[]
C1881580	[]
C1881589	[]
C1881590	[]
C1881593	[]
C1881594	[]
C1881595	[]
C1881597	[]
C1881768	[]
C1881911	[]
C1882043	[]
C1882044	[]
C1882045	[]
C1882046	[]
C1882047	[]
C1882048	[]
C1882049	[]
C1882050	[]
C1882051	[]
C1882052	[]
C1882053	[]
C1882055	[]
C1882056	[]
C1882057	[]
C1882058	[]
C1882059	[]
C1882060	[]
C1882061	[]
C1882063	[]
C1882409	[]
C1882961	[]
C1882962	[]
C1882991	[]
C1883031	[]
C1883044	[]
C1883046	[]
C1883048	[]
C1883178	['亚克隆']
C1883265	[]
C1883279	[]
C1883618	[]
C1883641	[]
C1883648	['6q23。1.']
C1883652	['8q24。2.']
C1883692	[]
C1883703	[]
C1947989	['殖民地']
C1953343	['染色体数目']
C1953345	['染色体区', '染色体区', '染色体区']
C1953382	[]
C1954297	['X和Y染色体']
C1954324	[]
C1954356	[]
C1954880	[]
C1955255	[]
C1955256	[]
C1955257	[]
C1955314	[]
C1955342	[]
C1955343	['其他标记']
C1955380	[]
C1955381	[]
C1955382	[]
C1955383	[]
C1955384	[]
C1955385	[]
C1955404	[]
C1955875	[]
C1955926	[]
C1955939	['中电']
C1955940	[]
C1955941	[]
C1956015	['核糖体亚单位']
C1956020	[]
C1956021	[]
C1956040	[]
C1956041	[]
C1956051	[]
C1956101	['积云细胞', '积云细胞']
C1956120	[]
C1956121	[]
C1956157	[]
C1956319	[]
C1956385	['浆细胞样树突状细胞', '浆细胞样树突状细胞']
C1956386	[]
C1956421	['干细胞瘤', '肿瘤干细胞', '肿瘤干细胞']
C1956422	['肿瘤干细胞', '癌症干细胞']
C1959571	[]
C1977364	[]
C1977405	[]
C1978098	[]
C1978414	[]
C1978609	[]
C1978611	[]
C1978653	[]
C1978802	[]
C1979010	[]
C1979063	[]
C1979078	[]
C1979086	[]
C1979102	[]
C1979124	[]
C1979132	[]
C1979149	[]
C1979162	[]
C1979182	[]
C1979202	[]
C1979232	[]
C1979240	[]
C1979510	[]
C1979635	[]
C1979636	[]
C1979637	[]
C1979638	[]
C1979639	[]
C1979640	[]
C1979641	[]
C1979642	[]
C1979643	[]
C1979644	[]
C1979645	[]
C1979646	[]
C1979649	[]
C1979650	[]
C1979663	[]
C1979664	[]
C1979665	[]
C1979666	[]
C1979667	[]
C1979668	[]
C1979669	[]
C1979670	[]
C1979671	[]
C1979672	[]
C1979673	[]
C1979674	[]
C1979675	[]
C1979677	[]
C1979696	[]
C1979744	[]
C1979779	['其他细胞']
C1979868	[]
C2004596	[]
C2243180	[]
C2243196	[]
C2244316	['平锅']
C2244317	[]
C2244319	[]
C2244322	[]
C2244323	[]
C2244324	[]
C2244433	[]
C2244435	[]
C2244501	[]
C2245017	['复合体I', 'NADH脱氢酶复合体']
C2245116	[]
C2245268	[]
C2245269	[]
C2245463	[]
C2245464	[]
C2245486	[]
C2245709	[]
C2245740	['皮质内质网', '皮质雌激素受体']
C2245745	[]
C2245778	[]
C2245779	[]
C2245784	[]
C2245785	['MVB膜']
C2245786	[]
C2245787	[]
C2245788	[]
C2245789	[]
C2245790	[]
C2245791	[]
C2245792	[]
C2245793	['GSC', 'IRC']
C2246016	[]
C2246184	['内质网线粒体结构']
C2246268	[]
C2246295	[]
C2246296	[]
C2246349	[]
C2246364	['肌球蛋白丝']
C2246365	['肌球蛋白粗丝']
C2246366	[]
C2246374	['高分子络合物']
C2246375	['蛋白质-碳水化合物复合物']
C2246376	['DNA蛋白质复合物', '蛋白质DNA复合物']
C2246377	['蛋白质脂质复合物']
C2246379	[]
C2246380	[]
C2246381	[]
C2246382	[]
C2246383	[]
C2246384	[]
C2246385	[]
C2246386	[]
C2246387	[]
C2246388	[]
C2246396	['核型']
C2246398	['核周膜']
C2246399	[]
C2246403	[]
C2246404	['肌浆网膜']
C2246405	[]
C2246455	[]
C2246456	[]
C2246457	[]
C2246458	[]
C2246459	[]
C2246460	['BC复合体']
C2246490	[]
C2246491	[]
C2246492	[]
C2246493	[]
C2246494	[]
C2246495	[]
C2246496	[]
C2246497	[]
C2246499	[]
C2246500	[]
C2246501	[]
C2246502	[]
C2246503	[]
C2246507	[]
C2246508	[]
C2246509	[]
C2246510	[]
C2246511	[]
C2246512	[]
C2246513	[]
C2246514	[]
C2246515	[]
C2246552	[]
C2246563	[]
C2246564	[]
C2246566	['光间感受器矩阵']
C2246567	['透明层']
C2246568	[]
C2246573	[]
C2246574	[]
C2246576	[]
C2246577	[]
C2246578	[]
C2246579	[]
C2246580	[]
C2246581	[]
C2246582	[]
C2246583	[]
C2246587	[]
C2246588	[]
C2246596	[]
C2246597	[]
C2246608	[]
C2246609	[]
C2246663	[]
C2246664	[]
C2246665	[]
C2246666	[]
C2246667	[]
C2246674	[]
C2246678	['节间']
C2246679	['偏执狂']
C2246686	[]
C2246694	[]
C2246695	[]
C2246702	[]
C2246703	[]
C2246704	[]
C2246705	[]
C2246723	[]
C2246812	[]
C2246925	[]
C2246972	[]
C2246973	[]
C2246974	[]
C2246978	[]
C2246981	[]
C2246990	['ESCRT-0复合体']
C2246998	[]
C2247008	[]
C2247013	[]
C2247014	[]
C2247019	[]
C2247022	['结节性硬化综合征', '结节性硬化综合征']
C2247023	['MCC', '有丝分裂检查点复合体']
C2247042	[]
C2247058	[]
C2247080	[]
C2247081	['宿主细胞膜']
C2247082	[]
C2247083	[]
C2247084	[]
C2247085	[]
C2247086	['宿主线粒体']
C2247087	[]
C2247088	[]
C2247089	[]
C2247090	[]
C2247091	[]
